Customer ID,Recency,Monetary value,Frequency
0c30d6931a3ecd7724601a0fbf5151e2,81,71.31,1
0c47a5834e30cc2dc4302426ddffb136,10,86.05,1
0c6473e9ab7d84f5b34b6aceaebd024a,133,66.77,1
0c7ba0b11923d9c8bad61bfdcd6b3b2b,15,21.28,1
0cbe168a97e6c609efc3b68817fcc92f,97,309.6,2
0d554604c3b40dee69eca5c62176f905,111,1023.72,1
0d57495768b1e3e56d813d71b24fbc4d,35,210.42,1
0d647c9d0665a42436b1286bce3163e6,32,361.89,1
0d690774ebd4f0ef28e766685ee29d87,43,159.02,1
0d6e60614912658914919485bad43534,96,63.61,1
0d76663c9eafa17cccdb1af85030e8bd,71,88.32,1
0e3878d41f9d6af61a782398afc4923d,71,109.72,1
0e3c876cbe9a1d90dda647b150f51441,66,22.36,1
0e56c2f71e978cffbb3e9093b9d2617c,6,49.74,1
0e9bbc469f18383158141848f6c51923,72,75.2,1
0ee0bf22ca4ebbb591a314b4689c8a36,115,31.55,1
0f5cb52a437e2f6062863423966ccb54,83,144.63,1
0f9de5340f8ca84a67a3fc4e971965cb,52,32.43,1
10066d6eb46dff8e73177532e722e60a,33,2252.66,1
10606ec9144627ef888d2069483083a5,65,119.51,1
10c23e73ba4e0d1dba0fcb959305ecf2,84,157.44,1
10c29c2d0b6dbe6bbc886543c1b9097e,30,100.18,1
10e925f935d8bfe0a9edf39378996fd7,128,2264.9,1
10f0fe9f42337bd9cfbff39072702cde,147,226.91,1
11349e424dae69088fac48186165161c,19,315.16,1
11529689a3fdf79b53cf853daf570b16,97,693.59,1
12391d981c9187cbb96775aebc92f772,75,178.4,1
125cc79e58f69c02004d42cb9d549f4f,19,157.57,1
126a434361ef6c6f07b7e51604b7b7c2,121,53.22,1
1305f0abb26461769228510330f77666,36,146.12,1
131740d1fa70fbc1e265ac7fe700e34c,127,1063.75,1
1317dfa9a96a4af1ad9bf06a6f12f1f5,23,4.92,1
13239c06137b25abc7ddeb164b5f4b2a,41,521.5,1
133c4c1d627767c0eff78980c767ea9f,109,101.78,1
137982ccd37332e9f2257099a5ac9820,33,133.06,1
13a7cc23cc4555df6dd0129c430644ab,35,178.9,1
1441e5e09ae697e64322b63d1909bd4c,43,52.83,1
144b53cd31f35cd3d90944d275d93141,68,193.0,1
145a15dfeab6ebc89f63c22802b3db71,111,401.53,1
151fbaadc520b0f6a4a96965dd393a24,91,161.68,1
15682e5411338f13bfe06c922de887e2,23,196.49,1
158195ad490cea5aee2cd7e3e85fa3b4,65,58.89,1
15a581dd2c1425a1a859d6dfe00d69bc,114,158.53,1
15bcef2f4475d08acbbe0daacdeb7f46,82,65.87,1
15beaa3fd34b24664dcb4fa7a31d4406,111,406.32,2
1600093c29588c00ddcdecf90a48a37e,88,61.23,1
161e0409100c9e6de6bfd16b211b33ca,107,508.84,1
162c1ac48f856c0862ca4772ea5eaf78,12,81.74,1
16bd290303092475ef758981282d5b9a,22,1125.36,1
16c3961e8f86f2a98b060214aec7aeb5,75,344.07,1
16fea2cb1931a45f2a7c8d178afb1c83,120,536.09,1
17298835e7756f3763fac2562d2adf33,90,160.49,1
1733bd74b2d3aee8edc1ace540ac52ba,57,94.74,1
1789a9c308d16b63a0d1a496756a6942,37,20.38,1
17afd45c52122a6b1bc88f5b407804d8,53,177.89,1
17f4134d647aa6ec7219495933975d6d,26,88.48,1
18253aef19953455f24a7c0bc8de23bd,116,102.13,1
184a0d53e3db6779ed520064e09d1df4,29,44.31,1
185edadac2611dfd19643314264719be,132,107.8,1
1870e7a8977c45de3b3972efcc6ea9a8,147,150.5,1
18c36d92cc77f076f56a7f5c5c084603,117,106.5,1
18dfbce3c934e6aa3a004c654b328852,137,277.44,1
18ea52dddd0eb6548f78b6a3545ed9a6,116,315.25,1
18fa70cafde8f76c4d24f23f5002e00a,26,190.4,1
19245d7a8dfb1639e01f96c455fb05b1,11,106.78,1
19500cbae8a09fc49b75153c4c965f9d,119,412.42,1
1966bcc7091bfb3c656d15de1f2fec01,24,49.0,1
199257cd08aca6241fe13429b6e6604d,41,83.53,1
19feb037e21679bbaa42334e93b3b9cc,104,917.8,1
1a8a7a0627b8eb850b3fc69d73867a08,8,92.24,1
1a963bd5c5e5549042046bdf3e098358,111,1129.85,1
1ad59cfff88d9a65f56e359d53cef06a,37,112.49,1
1aea733807a5066afa72c90bf8e81b15,79,134.9,1
1afe8a9c67eec3516c09a8bdcc539090,32,122.07,1
1b5277287e2a36035dbb796a16e35bc7,11,50.24,1
1b676ae36901ebaeb90253602c519f18,2,49.56,1
1b730e245b9e48cc3938dd8aa2dfebc4,18,77.0,1
1b806ef4577088d9b4ff4f5c686ebd1c,41,318.93,1
1bdc548fd755c5d81e0e9ddcff5483c8,28,144.78,1
1c0e51107e2f65fda9744fd908c9c346,33,256.87,1
1c1818667c23015ca791ed9cc78da003,45,167.15,1
1c362ec19c48872fbc1a38557234ae1d,15,153.7,1
1c767a3c2776ca26f4c440f651362aa1,38,74.26,1
1c9f03e36fc2fa3e359357778a093419,131,276.5,1
1cabcf0140fab47b6bedc1a05f82b8b8,126,215.27,1
1d4cdfbfb460efee13d334b446b54bdd,126,69.9,1
1d5dae086b3f7fe285742c43193265a5,52,79.53,1
1dc9101f2d3193e393d256dcfb50b527,76,74.32,1
1e731fba87f0c669e7909fb9a7ce408d,25,267.52,1
1e7c29e7721fa63c78c7db1a634ff5b6,114,182.52,1
1ead7fec449a8822f1cc825c23e798a0,28,154.18,1
1f2999ca603aa0bec2f93254cf5cdf21,112,54.06,1
1f2b38551248a3c7774f35b71e016ebe,9,96.43,1
1f2cfb50a08d37a4fabd78c80c5d1712,64,250.76,1
1f5bda3dce0e8818a518c084233e8efc,114,159.54,1
201c90f4f548f6ac85f821578528b42d,24,154.02,1
2060471b33f791617630505a22d8defa,21,124.01,1
208a7903419114bd010ef2f516d19b4d,39,96.69,1
2090ba0c4f3d786d822c4a4ceacea7f2,120,138.52,1
2185bf3ec325c64b51adea2ab19aa708,106,157.24,1
2186e05589fb7bdf450cdb18696915c0,37,94.72,1
219819dc0d3df55657865808c63e2ca2,85,187.15,1
21cad034f035196d4c21074d41f5d701,110,83.7,1
21f689b5d4b8d4244d8db96e37690a6d,132,50.23,1
223811124c361fc5d4ace04e579229c8,98,57.29,1
22391c39c0261e36fb546e765a849624,81,254.12,1
223a9aa3954976590fb34edd7ad9ef63,27,54.31,1
223c047d06083bf4d3a52212f59de0f7,61,34.23,1
22920e925fcbdd68ef776651f8c53cc3,120,138.74,1
229880d0a2d7a69ecce180bdec6f5781,8,53.78,1
2299f339f282db1423e54ad4155e00e3,93,99.75,1
22bd81ebb97beea764deed2b93e1eec8,82,46.43,1
22d503cfcbf60af5fbe6a0dea1b48102,129,123.67,1
22e62a7227eb91f93cb55ef14a20cbd4,67,56.5,1
230c0d740401730c7197d16376893525,83,151.6,1
23a013f994d227fe094eb1d379891c58,32,140.92,1
23a9e5fb434a3b654f4195d3e856d79a,27,403.26,1
240a8b56938c17a84ffdbc98516c9468,86,204.11,1
242444a84a60084fec7c964b8048c91f,118,128.06,1
2430ad4b1b6efb56cf3050b5d3cf5e54,51,419.39,1
248ba3fc89dc032bfabfe8a552ce8781,5,235.06,1
2549a0bb60ed32415a39f38be7534a3a,109,69.94,1
2572738e77279aaac9c5c15620166859,93,446.22,1
25917f573b745e578189257ef1f60fea,5,157.16,1
2666adfdf45be751a53e2306f056f01d,96,34.13,1
267f68f411fa32169472fa9b169a7238,26,295.4,1
26ac23df56e62150d9f3d4bcbe1feb87,47,57.51,1
26ea9638666b7ba410fb22400c5e7dd8,26,163.61,1
270149cb3f66b7edaa4645d21c7ff646,108,74.41,1
2717c5939d8b3dbe3d99319e16bdb6f6,106,251.68,1
275bedb0597daf98d100ccc0f9a5d63c,69,72.09,1
2774f58d0ab448db599165baa622db3f,124,123.92,1
279a09411f28ae559c302075deafbae5,25,51.92,1
27b08a44041d90a2f35e381a9db0d379,117,59.66,1
280689d14c5ea18e0170407d4c68b6a0,29,250.87,1
287a431d159b40caaf577cd2bab41678,64,208.42,1
2894210d5aba1fcc839762cf289cc56a,141,34.03,1
28a45e2875e825355a024a856016bc2b,113,147.7,1
28c34c93c160b8af311c852cd43f920c,28,31.33,1
28de5669c2b3bc8cc0d5951ef18b8385,122,57.23,1
28e063338299369124b14759ef655663,107,153.36,1
28ec421c2e511974913b1f90aa0d1c22,55,339.03,1
29151b07b5ce96d4765b50fc3542d55f,150,98.13,1
29241f966f58fcd5d7cd10977fa26190,34,141.44,1
293ee146b914cd15eb250e690de55e4c,78,198.74,1
297f88ff2e58f19bedf2f9836f99dbf6,132,144.31,1
2a395e7e1901e07fff39a55249a210eb,18,1.58,1
2a7d2a567dbf4e484dc9ff01ee6a5a29,97,31.58,1
2a8d8cb85262f7eaf4f1f5a398e5b7fc,34,108.33,1
2a91703cad4c9fec97e104c5977a050c,61,46.2,1
2b2d359a435f18e958b8a5671b9acb4d,39,308.12,1
2b56e94c2f66f2d97cfa63356f69cee8,30,52.24,1
2bf3ee2dd00b4a7f6711638b2bce046e,68,111.37,1
2cabba24d1e9226dbe67553850e725ed,20,215.92,1
2cbe7c4786ce290dd92f38ad6871b72d,75,298.6,1
2cdd14266e171616685c2a2deaaa76f3,93,80.35,1
2d3488b51dd898ee2b4d0eabdcf85855,69,113.76,1
2e2a78932fdc2466f0e91fe4d86cd302,61,97.38,1
2e5e34f3721a8a8b891a9d0596c39650,122,292.74,1
2eabcb73cf91cd83b39c8fff0704a1af,30,33.22,1
2eb5baa5fc118975682ae91596bbe78a,105,181.1,1
2ed973ea37080a94b7beaef7458b2e15,70,224.84,1
2f54fe23880698b37d980be4da8af756,1,59.0,1
2f74942064f74e8ca891d7db50ff815b,119,48.94,1
2f7a8b448ada52d632c573deda7664fb,70,0.42,1
2fb24078c13d0689c1a6812d0e36295c,70,108.96,1
2fcfbb38d054caa24f8520316d575829,61,174.35,1
2fdcc8d5431fe439ecf804319253377f,19,114.69,1
300cbcf2f05d4b9e0c68b316a05c0057,126,52.69,1
303f7461bb2ffddd93a3b9d26f6b5048,104,71.83,1
303fb7551f5f1e31c71dc4a84e202375,8,169.13,1
3051d9077213c59aa7c02b834b88c343,5,710.1,2
3058335b24b7794dbd8f36de15afc57e,116,473.12,1
306236b26cb49de7dc58a2c121dbf0f8,45,78.97,1
30d611c4fea5d7d5b2881c107627cfd3,106,147.57,1
30ed79b25a04e922d54d369153264d35,101,78.26,1
312174cad7559a8fbbb3a196b96ea7fb,146,37.72,1
312f2600c780ef11495b2747d324451c,129,133.42,1
3159cb688e741f7fb4fc2b7f4b207f7b,113,201.96,1
31a1f42ba1116f10aa19ca855ffa1455,27,280.65,1
31c43d592a664912961da43c0484db8e,23,161.12,1
3247886bee20a89efc731f74149c0782,138,401.07,1
32582badf7289d3987a2899e0825a870,93,77.34,1
327833ddd43a3952b221f5b766739851,31,72.38,1
32d734648d03742ae39dbea3bb0f236f,112,38.13,1
330441c65d1a98dd6e2055bef56cb55b,55,51.29,1
330786b82d1da4f900da3f8124a9f4f0,40,110.88,1
3312b16ef68684caca2d3b248358e2ec,68,36.13,1
336fbae7f609704cbff29abfa3c5cf87,84,506.48,1
337c852ccde94a3fd2b633895534a4c0,94,127.21,1
33ab93688a44ea7498591799275c1ff0,81,157.86,1
33f382bbe8b6dd6a3b7f4f161b05e45e,104,71.15,1
3426f6b06e7653e3271e965b8eaafb29,117,53.9,1
344e198d67bfd80dc6c1eee85b59af74,102,1052.14,1
34aac70467b94f3f31782b481073faaf,57,114.7,1
34c7b7a43f4fb3c649c886dac07f7125,110,121.38,1
34d6fbdfebe31cea403f3282f5253ed2,80,166.41,1
351635175fa82fa267190c70c28d7996,54,31.42,1
353090141e210cf202e8666fe8835a63,44,200.76,1
354e7ab465a3fe3f1cab183fa4df7bbf,78,68.13,1
355a3acbbb6e562f2221b26de02308de,64,137.7,1
35aa57b591f1dd750d03ad11047bf18a,41,39.7,1
35b6033213b51c89ca1e4e35de9a45e0,58,788.4,1
35ec6c1ca9e5844c5ca94214cce16dca,188,67.5,1
360782688ff472f1adbd47a85861751e,127,57.75,1
3630d5cbfe4ca876909fde0c7c90068f,66,322.1,1
367fd22f1e994de87cf447d29c167a1f,104,841.23,1
3687139e02b5d30a66b9bcdf2cba3bcd,42,35.23,1
36899cc7265e3e18e35450c195790ea4,57,120.98,1
36d02abe1f902dc19db2f63819390ea2,105,38.35,1
36dc6bb91bda12512a7e6c9734eec98d,36,245.07,1
36e597b29aebcb406abc514198ed1522,133,134.06,1
36f6485541648e3f97ef663f7ae83043,89,76.15,1
373facce3e17d33fec7df11c961c6ff1,98,1310.95,1
376a23a2a549f521ceb336b0230b00eb,29,379.11,1
379a9e6829ec6c022436c3cc4088fe1a,103,172.7,1
379b91a51576531cbf7bb8f7ffb5016e,34,67.44,1
37dc44dfae678962e8b35133ab925246,16,36.13,1
38188778b0e63530364a79357c9703d6,19,92.41,1
3830cb83469e25f0bce76b907d9b61c2,82,48.24,1
388305bba4b367ce3be7023f6edaeade,42,124.57,1
38cac1776e7f4cca67c47a655eca20b0,8,151.87,1
38e0361914e4c2f5254078d7b06e7eb7,70,191.12,1
396f0d7e58d965bbf8dc3d6c451b6ac9,32,649.82,1
39851c46815f49fafb7bc26ed6bf513d,117,72.35,1
399300efe0d7bc0f14370aaf179d0d93,11,267.51,1
39da6c5a8205b9d89895c6ce353153b4,30,88.71,1
39e80f37ce682233db7e2474fcdcdcdd,28,88.83,1
39ea5fecfa8dd33f8dc7abb45fb29d82,93,33.16,1
39efaf3a07f73a8ffe04a44f61c27fd8,113,39.92,1
39f117fe86a62f63d38a487af97fb68c,149,188.29,1
3a1312f3b271aa1bb0c95afc4e1c7144,21,97.16,1
3a877e5eba37d36c050a3e5f11083e5f,26,221.81,1
3a96280db571ee2cd795421518e3fe66,33,23.84,1
3b222455f9e5779b3ee7a014bef200a3,40,42.6,1
3b4f9ebb3e9698afde1d95156d5e3a92,25,194.09,1
3b9388d1014c8090f77595c5e9f2ce94,57,86.05,1
3bf259317094ca147771d9add8fc6902,10,156.38,1
3c132e075a4ec4a7899ddf71c4187700,117,161.45,1
3c3e21e1c8c76a166bd704a70df5bcfb,44,99.26,1
3c9f5d85b884965667dc59d90aa2df48,39,145.69,1
3d20577b680eba8c0f24f1012404171b,35,177.42,1
3d3464ab866955b8cb517c77fa19150c,42,110.74,1
3d34bc278b589f2d4f7486271fbfc3a2,129,322.06,1
3d3c463710ea6e8dd9a63c1110eeb06b,21,22.29,1
3d7fab786b66851c00acb6de08a5d7f4,24,48.04,1
3d813d6489de54fbf5575d524fd40bd9,106,36.39,1
3da872e0be6b82cf0de436807999fc40,107,153.72,1
3ee189647295a370a1efe464e24918bf,148,206.57,1
3f0a59c87129e3089fc4099028aac4aa,36,754.27,1
3f44331491977449e9c1dcc16d007028,126,171.0,1
3f6e3d2c09293a6c18ab56b275c73477,116,148.59,1
3fc1728dbe8a2b9375d4b530b8932550,63,75.75,1
40186e58e5331d475bac4a234986a029,55,605.6,2
4074bd6acc805899fffe98d0a3f2a27d,7,63.39,1
40a38cd4a86f1d51e4a83fd9d4ea8806,10,111.17,1
40d877a4b785951fd15560e5e9d60625,9,373.91,1
410ed911a275f00b913bb31188096797,76,39.32,1
4139b916aeaacb9ac5133afdffe2fdc4,266,59.11,1
4141be5c147716b957def015819c1c49,18,79.08,1
4148787d8f2962b2cc882879f242b2d7,112,238.49,1
41fa220eede53dadcc159a91d067533b,25,42.4,1
41fbcc1bcfd329a4b7db089c78cc65c2,67,53.95,1
4238449f57e600dc2183fa60672b3c1f,82,294.73,1
4261d379abbe3b24d286307899f081c8,114,73.77,1
4272c6ce1a89b920614cbec367be628c,61,357.84,1
428a06c273e1ad93a856ee33f7febd14,9,329.8,1
42a17b496d860f35546c295e70f516a7,26,71.07,1
42b3b672e11bdf08931bcbc9ebaa7eb2,36,114.67,1
42ce8044da72970c92b48514f86516f5,130,99.1,1
4347e946a0dfe19aaa1490ef58367be6,105,87.32,1
43902eda68737314fb872bead877e1b5,55,263.85,1
43cd92deaa3d542fa32fdf4ca3089f51,78,254.34,1
43cde3a4c7519b7d40a8c0ca102754b5,139,129.88,1
43de04dc7e0cdc9aa53547832a059ea8,78,87.52,1
442172343025942c196ecc556aed024f,104,82.83,1
4450514e4f80d0bcf73470ebc5fd5683,79,19.39,1
446178189afff5d8bc533ad62ccde8e4,22,180.75,1
4476f06eb0d6308ab0f681b6f07297c9,82,418.68,1
448f1034e6bf87ad818490b3d1708360,40,129.87,1
44fc7a654b5d562331cc277539523708,50,175.3,1
455af6f8ed15501f63e2ca8dbe6f37a0,123,180.76,1
459d2dd32c51b04f7abbeeaea3e7817b,29,53.37,1
45af25aa5613f4db424d4b0b9cdc4a2c,104,363.22,1
45d942b1af5529f8990f27848a40e645,103,298.48,1
45e3f9d574b70d26719ba4fa0988f07b,86,148.72,1
45fdb07446bcc42a741f1f8fd5884c55,14,68.44,2
4652920f1cba5bd776eb8a737b0b66f5,100,69.9,1
46734ace53678d89eb4c725317503e26,105,113.68,2
46802b380d9091dddd4deb291bfc66e0,121,53.13,1
46acd0958d406a5ef836023f8d1e5a00,50,203.96,1
46b1f2eb370aa6d44b1c39e748eb0510,136,618.07,1
46b729c6d178a258bfe256fd7416dfa5,105,31.39,1
4729f940579b074574d217639714aada,117,24.81,1
47582d9527dd8483589057d536cab7ae,82,147.78,1
47fbb158df800dc51ea6b33d40e214b5,39,129.55,1
481a717eec3e7827248545fc6f0f7164,99,126.74,1
486ac5f6c418c91aeb7abdc247dab3f7,120,96.93,1
48769b9c90de6b97531d328801b39dfc,106,626.68,1
4877c8bc9b7438703b2e63ee5396335e,19,234.72,1
48a5aad743589b82d3c338f578e649a8,53,64.44,1
490bdfaadbbec3b4bed71410e2adbb15,133,81.5,1
492bc00d194c024369dc01d865b094ad,63,115.02,1
4939442d3720ff9e90717a8cb6d7c1be,20,119.88,1
495617a9899228fc0eb3f63b77744d9d,21,377.42,1
49d7f0f85143c703b82ff332b33a4dbc,21,553.38,1
4a1bdf4fac99c14d55e6a7caf7068d46,103,284.54,1
4a6f381eb19bad5d9975d63edf753920,130,238.76,1
4aa0d6adee059182407747d0e67da28f,89,91.92,1
4acbfd869b07aaa9aa54f931a52d3f8e,31,179.21,1
4ae0e56fdf4e50a702d17c18f46c1b4a,109,115.35,1
4ae327c54f9fbb1bd9dfab1e5ea6a238,106,40.94,1
4b2742702e4dbb0a016f59ce18ae200d,41,102.93,1
4b2f52737e5938338523b61e36cecac7,57,99.47,1
4b635ddad21743917c499f9b05204909,67,136.8,1
4b6663161ebbc88f81e39c014aed00ac,53,550.03,1
4b8718a47c281689b7cbb3cd0d606321,43,128.84,1
4ba9fd7a5198e6ee9766e150ff2476f6,40,179.19,1
4baa3934e31394dff3a7e881bac601a1,122,157.91,1
4c1b8930f360b3998f1082a25c99613b,118,126.64,1
4c2596cc24c1451ffa0745389966d535,86,102.87,1
4c2c2a4401219b69cecc92106c149bd4,94,891.86,1
4c48be8f6a938ef775ba2c4b4ecb64e1,111,99.92,1
4c5ba5a65caf829664f58363d03d1c12,42,104.72,1
4c5d706daadd48268ca4b0b435b01ae6,76,141.31,1
4c8558c5a434a901a4f81fdf824cf4d6,61,47.44,1
4c95c6380e5b2adc0138b618e6e53bc4,124,486.45,1
4d5240c021628847b09010fa6b8bc549,137,111.66,1
4d6793a25de1f63ca63869c6cd4b7b1f,63,307.64,1
4d92a80d65b5edabad7ce77c4beaafae,57,139.15,1
4dc417fbc348bf334bb2d066ab22efa1,90,920.94,1
4dd6a13c6c65cd631948933e090067ba,42,193.06,1
4e46d204fdc870530157b2c4923e3312,25,98.35,1
4e6013979e8f7efcbbdeda79d0acb346,118,596.86,1
4e96e84ace5bca3a2f1f8c6ccc622781,47,115.0,1
4f2dfeb959a2433ea55a19d655c41f00,8,135.82,1
4f614c6f09ba481a66d79bd39081da60,132,200.36,1
4fafefc10818a910bfd143269f1e4ea9,24,63.68,1
4fd1b41e58332912030e868ae13d19d6,76,44.41,1
4fe25448d0b0474506fcab1e2a157175,117,67.29,1
4ff41b1c00bade23c1ddcdabf5fe9009,78,415.51,1
50483dfbfd009cb9498a4c45d09440f2,64,86.85,1
50485ea1d5e2950364b80e064d6160ec,69,84.58,1
504dd8e916e67a34a5a7308488ed88d6,42,238.23,1
50b85c2fe47c58405db256ecd413375b,89,241.45,1
50e215d0a467bdcbe63fe427bcff8698,34,978.6,1
5134e48a9265050e6884f2c44752a4d5,95,123.56,1
513f69cbf70fa1089df98c833bbfd6bc,35,87.18,1
5183ebec380dce5c4d15954fa170301e,63,151.2,1
5188c99c0e8778da0fa1c8df32b24c3b,85,75.89,1
51c6d78b0966e3ea78adb5f8c7be6c5a,39,219.91,1
51cfd300bbc06c4c9de353b7c56c0dae,117,174.99,1
521845e4dfaa5fa0f913a3baccb38d61,114,86.31,1
52377ba56a9cb8c016e22bac30a53ebc,54,433.14,1
5291ca075766f28a7e3caf211c8b69bc,141,555.32,1
52a9dc68b108aba2ed1776eb6cda5c0f,10,75.74,1
531c12ecea1d152046dcde4b212656f7,68,20.29,1
532f9ca016bff3198570d8eb8aa6b00e,84,85.38,1
538ef759aab2dc4b84994589b92e3ef5,76,233.38,1
53cf02fb89394af812a28f45c28869d6,41,31.22,1
53d66b5ce010fe1b3a39afffe43bafdf,10,181.95,1
54081452326c25cde023a4c5a7850275,1,37.46,1
5413211ad71ba3439017598fd9397d62,104,98.34,1
5425c3c66307418719d9c76eacae0d58,144,154.6,1
543ffec7e11ec1866c810953bff61141,66,220.04,1
54567959bcb46224d38c717de98439f1,33,123.42,1
54f25e1fa9df79970f3ed1df347243fd,28,47.92,1
551910403e480512a070343d37dd598b,104,68.04,1
556b07c9a05ab49aa2b4f74608c71324,15,116.18,1
55bb09068c9313d8ebc7a9fcac595e42,84,550.53,1
56068ca6fa66573a884fd01f7394ffe8,123,18.87,1
5609249b15221c011b00969d55035f06,37,183.8,1
5616f00a12a329c0e5f949253836cc6e,57,94.74,1
563bb72874c0389d13629841d8cb4b39,26,67.44,1
56429e2ece00752a241776df4c271596,64,174.1,1
565764f24ffe1f2d7d54286cfa7b4a42,55,79.56,1
565f86d78a5b057917366c58362a85c4,57,180.85,1
5664c99c72a7e730f84d58a4124e1fe4,150,456.16,1
567376707a076e91e727a4cd8883be4a,63,168.8,1
567ca91995c65fed11b14d9aad86d1b2,102,248.04,1
568a5fba0811fbc1696df16fdc0c7375,20,191.32,1
57255fab455feb9858e2ef1490150eb0,129,339.33,1
576908744ae56c9cf061c40a434e2a24,83,221.08,1
5771758fad047028c6b772fe0adffced,37,76.74,1
57a28102ea9d979187ea6179f2014a14,112,87.43,1
5837b288ad076175ff451a905d6153f9,20,35.45,1
58595df42c583d2c6ab07d1819e4091d,123,108.82,1
585a173e6339ccb640d466db50b28325,82,106.15,1
58d2f3b85809a877b7a268be30871cc3,122,130.16,1
58d55fca78d596d757ae23b467860fd4,24,57.97,1
58e372cf770f91c3f6ccff91e83aeec3,44,175.16,1
598fec59f2830ff2f0e1d2da6dc7aa99,86,113.55,1
59cc843769a7a0247161ebb5979f0e69,102,61.05,1
59d897d033a38b312a0384b74e0b3fb9,72,117.3,1
5a62643ba68cfaeb566ad926e3b18eb6,115,904.8,1
5a799d964e08de8aba5211f380a2d988,163,23.29,1
5ad00fc41f0c73546227681216f7df04,62,237.55,1
5ae4cf7d782d80c9c6a74d92f332d6ec,49,108.62,1
5b0cea612ade0b822a1cde77418a9791,91,78.84,1
5b30f5a19fb29264a538243d78caea18,33,416.04,1
5b31d1ba9e2b08086f398b79477962d7,13,45.09,1
5b4409c0035f6db6b178b2d5b7e30ba3,27,158.73,1
5ba140f1494030e4f6cdbd7e7a270987,118,68.04,1
5ba80471d655334dc80edc0d94bcb538,113,235.92,1
5c664af0ac60101f1ca9f331b338e66b,110,205.92,1
5c6dceb0afab23a9d5db737499265462,29,179.57,1
5c7d83fc8f4fb37ef3efb3e08b693137,59,86.48,1
