Customer ID,Recency,Monetary value,Frequency
12e631e6faa17d9566a8fa96e5cc3e61,77,85.81,1
1314dcf9eabbe2717be59c886a3bde74,89,128.67,1
13368f1b7479cf29edf6d91e842f23a3,25,49.59,1
1373cf3dd7bd65ead85da26b09d4ac41,14,74.51,1
1375316ebc7ef4583b565e6cffa8c717,100,109.17,1
138ebdbd7b3bbf93c029dce0dda3353f,36,44.66,1
139221f20de9ea67cbcc20d1e1beec46,73,30.7,1
13d21f0e70fdbeea58a5dfb183f2f086,103,83.75,1
14124d6de373e10e52cd6a9151cd0ba1,40,65.45,1
143996da049e5f4d2bd6bd273fcd29fe,64,178.23,1
1472a76c9d36fd2791393544b9c92983,112,265.36,2
14c746d1ab062a46b0ddb1cb59cd8bbf,98,55.22,1
14c9e6498aa74319453b31322c0dea82,107,264.37,1
15240b74823a3c800622437091896fef,62,35.42,1
153bf0506c6412533e16757df9c62a5d,11,73.71,1
1555875adb702869814601fd4a7cbe75,121,76.87,1
15597c6e1060d323ac01f89a332903d7,84,138.91,1
159132ab31eb3c8a1061ed18967f720b,83,3276.7,2
159f0b29e2f9c8adf07abd043af59b12,130,227.47,1
15c0394dfabecf5cd991c5bcdbfcf3dc,46,71.27,1
16474d0d0fb3c08f805bc4de00cea8c1,44,138.94,1
167942ac36320cf928d02b8db358c67a,97,522.16,1
167b9485947ed0a354a3f8dad04eb199,53,232.14,1
16d5e579f5c682f592d57463ea890794,18,53.16,1
17366be29e9b9f1d0a010264d2cd704e,23,483.09,1
175331ead0c0b4d45364cff5f238cc8e,19,110.31,1
17ab24e33d80fb0660f01a61de8a2fc0,90,490.79,1
17afd45c52122a6b1bc88f5b407804d8,53,177.89,1
17f4134d647aa6ec7219495933975d6d,26,88.48,1
17fa8ca4be9ab320869bbb7b3a63dce9,103,89.25,1
182c15f981f0b00f0b301c171de91c79,26,206.61,1
1840ec1e113cdef52138fba79e65848f,148,155.45,1
186a017967220b623997be9195d258c0,28,270.47,1
18a1176652a9344ba489fa4ccaa3c20f,10,153.61,1
18a4c896676ed4abae6395f7b521ab38,108,330.31,1
18c36d92cc77f076f56a7f5c5c084603,116,106.5,1
1909b44d6c01d36a4d946e60f46036b3,34,48.31,1
199257cd08aca6241fe13429b6e6604d,40,83.53,1
19a8557e231a08f8ba5848eff79f1199,76,373.79,1
19accc9f4fa91716d819ab1cbf30a916,72,33.22,1
19cb592037881e4aa0efebc16087ab69,72,23.29,1
19d52c17ee7447aefa1782d6fd9d580f,164,95.84,1
1a108ff7d680891dcbcb0558fb6caaaa,69,98.67,1
1a1e2f5f736b406930c33aba1d9dface,6,89.93,1
1a3fcb72ec1f37b5385e08237a40409e,137,67.05,1
1a963bd5c5e5549042046bdf3e098358,110,1129.85,1
1aaa1acb23a33441fc718d54cae7dc13,75,243.31,1
1ab90907dc3f013608c6d1d2b312a1d9,125,295.38,2
1aed89625cc79e63d3d4df40671e3d95,5,193.84,1
1aeeb63dba7f0ac8d35d42f7a12d2004,88,150.11,1
1b041c48f40d5b43b5a5d1a22b78cb4b,62,370.94,2
1b1c230618ded6cb0d687497cbcc3eab,55,92.73,1
1b338293f35549b5e480b9a3d7bbf3cd,19,135.82,1
1b5b4fbe07dcd9bacf4d004d8a62c555,33,64.44,1
1b676ae36901ebaeb90253602c519f18,1,49.56,1
1bfc1883b1748812bf2b9ee4cde78deb,34,241.8,1
1c13acd171a7c659b2130dde04e6947f,82,90.16,1
1c2e9eed38f46d24ee6afa2edd983dd2,73,52.85,1
1c3d7a65ccd05610b467567d6879a2f2,96,211.24,1
1c9f03e36fc2fa3e359357778a093419,130,276.5,1
1cf10cb5031fd32d69fa19e7a98168a3,41,83.55,1
1d0da8bb4dd97014f97ee0e96df2be75,42,175.3,1
1d38e09bf3ba5793913255c5a736c6e6,106,2022.02,1
1d3b24ba06f2e3fa4bfa74fd70d2310f,112,26.38,1
1d4cdfbfb460efee13d334b446b54bdd,125,69.9,1
1d6ed38c8b6ab482c59215aac29ed59f,131,25.0,1
1dabbf0fce6d1d0256d0c7e0d779663c,65,757.9,1
1de30f750d52014cba4852ebfff5902b,89,41.69,1
1df66aed5e5ac2cd2301d813537945dd,28,400.68,1
1e0672cd29c269baa883be37f80b14b8,85,20.13,1
1e2489ff630b27c2e1d61797902467d1,81,80.51,1
1e731fba87f0c669e7909fb9a7ce408d,24,16.4,1
1e889a782d674324faeacb81ad066144,55,340.64,1
1ee7676535dc405dbb88977050668100,131,12.34,1
1f22b24610582cb3c91d898e137f9ee3,115,65.83,1
1f8207eff0bfa2510f2e1a2a2ddfc2f4,133,61.93,1
1f96d58caf84db1f8af2eac92a2e2968,92,84.76,1
1fa95848d4c53e7acff1f018e33fbe35,9,64.1,1
1ffc32ce1838eaa0b0d8df34cb96b2f4,77,43.41,1
203f961e80a1bf69c9590ad12ccdc58f,36,178.03,1
2090ba0c4f3d786d822c4a4ceacea7f2,120,138.52,1
20c6ce7432acf52ce53dfd747c8f6de3,97,101.72,1
20fba61eb3577801b7b778402b1e9db6,14,41.16,1
211edf902a95b6f72c38ea7d669911d9,9,250.42,1
213133b1f3d6d32a0380333e4ff1102c,129,134.12,1
213904d01203d2e280dbacb35c3042ae,125,365.43,1
21541c3afc8571eea3457e009fe50782,94,64.22,1
2154edd1de40ff360dfd3aa55932a64b,5,125.58,1
2197ed0d8932555074a013fd4500738e,111,27.69,1
21de634855f444443723e6c8b224ae69,129,614.21,1
222e4c4d91c814cafc5badfe6a02c574,122,1404.24,1
2278519c37e419c5da259c8c82395b99,99,198.73,1
22a0d3267eca495ae5c5ea5aea7cd2b9,25,45.53,1
22ada7e7aee4c701a64b7d2a8b1d3772,83,51.13,1
235dbacd9cbfaee70bf092cecac8b62d,133,64.13,1
235e60205492c88cd6f41bfea21f7b62,20,159.62,1
23631a1a0e3f6c1b41be9047d1385db1,78,25.03,1
239e0ecb0797c0dc341124772fc69a8d,104,64.98,1
23a013f994d227fe094eb1d379891c58,31,140.92,1
23b3d991e218333de2eef7afab2147db,97,64.76,1
23e316f7e8bb8cfede1c8bc743b5d949,126,171.0,1
23e8f9579ef5c6aef038027dc2522847,58,90.88,1
242444a84a60084fec7c964b8048c91f,117,128.06,1
2437896c0fd2db6eab2c59f5e47be2ee,102,394.16,1
2448ec629f325bf8416d7f2b5b412d9e,141,223.22,1
2456f8d019f041c966cd1d26e4759774,102,157.12,1
24bb86ce8ea9406d2e034154063030d4,123,113.35,1
24f8c8bdc4c0d2f09fab6429e2d10ca5,60,318.04,2
25908700aed5d5339aee809a5c3406cf,101,145.79,1
25b18c96dd859f9163ddfaf961cbb476,32,43.12,1
25ebf9efb39e9dc48d6c51a9896af9a5,104,22.29,1
25fd7f2921cef8c9a93ba42b17f17840,118,199.0,1
264962f8c8f5289ab19f1275c25b321d,68,208.34,1
264bb2e28d33a8ab98b8c8e1907d7754,32,127.41,1
267042dbcf6d3c39dae1d8bbc769629c,127,105.77,1
26936078d32b04563ad9ee6611e31e4f,19,100.09,1
26bd92c58cbc9acf8e286bbdeea7ee61,98,24.36,1
26d283dae44fbc9eee874cecca589853,138,139.03,1
271581e923a076626b2e98a49be8c039,63,46.54,1
2717c5939d8b3dbe3d99319e16bdb6f6,105,503.36,2
27a2735706788ec6d39d0de52ce2457b,124,71.99,1
284e326e8a71e55bdb0b210ddfabaa27,21,1480.73,1
286c8b63684dda5b90c2cede81071744,117,68.98,1
28b81bdab1b97c8081cdd453dbef9778,72,39.28,1
28bde7ec6e40314d9450791729339137,40,27.3,1
29057f1de7a5f228191cc77743c744ad,152,192.89,1
29241f966f58fcd5d7cd10977fa26190,34,282.88,2
293ee146b914cd15eb250e690de55e4c,77,198.74,1
2a1051b096dd40c017d64c995cf8afee,59,62.15,1
2a2a743c28a4ee5b08af934d5a1461a6,110,32.37,1
2a6948d5a2d84f87a130ad8c02b542e9,60,406.78,1
2ad6a1964e68226e5707423966a8a1c6,78,108.51,1
2b22de01292ece3dd52531b13e8ddcb3,123,167.92,1
2b3c93b880505c1bbc5b3de1dd0ace3d,62,124.32,1
2b3cca7c1075363076b3ef74f31c30e8,84,175.08,1
2b628f30ef83c278e5a911d9d78293ef,44,200.33,1
2ba7560f7566c4aa14bb43135f0e02d1,111,37.85,1
2bb888a937b336c2828489c8e5b49e8c,111,80.89,1
2c129946f032bb0318e850a5e6b8fc21,105,183.63,1
2c1b2a307648efdb06a48595a8e8b354,68,30.7,1
2c52fedf9050e250066789f679624695,24,56.37,1
2cb79aea06667972ae3cacb4fef8cb08,18,186.1,1
2d25b4b19f9b3e7e23827db330bf528e,110,177.69,1
2da80b9d24204c38f09c8bfdb0e3b0b6,126,145.56,1
2df20d16a7c4d40a357959f64b76a7c3,89,87.41,1
2df3cd2a5c57feeccf98a9eaaf01cc13,7,207.17,1
2df4741faafcd475e4f033e1c827cb34,41,103.43,1
2df681bb140fe96d57130d89ab9b0c52,39,36.45,1
2e07ff10864815e97a1fdd6e2804733e,163,113.09,1
2e80749aac70cb5de36c424c2113ce32,30,144.82,1
2e8b2cd27d9c45276aaf3fa97a15edeb,100,169.86,1
2eabcb73cf91cd83b39c8fff0704a1af,29,33.22,1
2ecb17e36f928982da214aaae7f2d7aa,53,137.73,1
2ed23d0b14b869317beb27fb9c91db68,118,114.27,1
2f3f1e169a5eca20dac6c858857b99b4,86,102.64,1
2fb783fec30b74ec5fa605a8ec007357,40,225.25,1
2fc7c032e0e08df56ee8b2673d827357,134,82.75,1
2fdcc8d5431fe439ecf804319253377f,18,114.69,1
30439b4195a59628af126119eea46514,34,129.19,1
30475771653cbc88a01817e3af381214,104,484.65,1
3051d9077213c59aa7c02b834b88c343,4,355.05,1
3083eb7eb7faf63e84cc78dfbd011e2f,105,272.28,1
308800cb1d6dd4e3d0a89f43d8fa44c7,125,172.74,1
30b5c881869a4f616fc0824e06f641de,56,49.3,1
30e6c5b40bde9fd8d765a2545509384b,123,117.51,1
30ed79b25a04e922d54d369153264d35,101,78.26,1
30fb0bd8a8a4c9d315bbaf6bd295581f,116,180.82,1
3118aefef04e5e97d0e339cd75d6d775,154,20.0,1
326872eabaf07944bad58240518a29ee,103,223.97,1
326d8a01743aa13fc9b17fe87f13d784,24,65.35,1
3278f0116538282732803d2b35a9fbd6,6,63.65,1
32835bcf475e3945745927a62bbb7fc8,114,69.97,1
32b1936b81907e39a7f664cd0af3aecd,6,98.67,1
32b346000cfac774c373c34801efc258,41,37.84,1
32dbb571332b3f2cb1bf946ab1cede82,6,161.79,1
33158e40adca9e94c660c997333e8b28,75,218.7,1
3368fd70f27aba83c0c0808332a6f328,83,241.18,1
33b1fcc0d244ba808384b9b3df985450,14,220.66,1
33b227a9e9ab376b81f76585279e3dd1,130,226.07,1
33c3a199bd245cf5ff352a8f4f84da57,78,34.13,1
33e121698cc308d56daa525cf4d590fe,21,33.33,1
33e66871536941873f7c041f120012be,18,435.93,1
34497fb7afde431c36bfe5d62cb39716,122,246.61,1
346299cd59e7a881a48a074d8cec5694,97,62.7,1
3494e9d5086e44139641e3aefe16b768,63,143.49,1
34d3f67c077f717c79ed2894dc39fdc4,52,73.38,1
34f5ffc25f144e1f6b9d0db0fa1050cb,24,143.04,1
3529b1799213dbe52624799994675efe,16,68.52,1
35bf8740c8b1f9ff9291e069d7621ae2,90,183.58,1
3630d5cbfe4ca876909fde0c7c90068f,65,322.1,1
366aad4c0b88295f86ab74493e9dbfd6,27,66.89,1
367fd22f1e994de87cf447d29c167a1f,103,841.23,1
368c60fb3449c4dfe62b3b23358f8966,104,257.56,1
36a1d03f4dcccccd1051003dd90261e6,24,323.55,1
36f6485541648e3f97ef663f7ae83043,88,76.15,1
373e936792314f96a1e0ac22efc99414,27,209.46,1
373eabc809777ec7cef44455fe4c1fa8,43,127.46,1
3798322b28e44851698f319a8471fe5f,76,236.7,1
379a4be9ef9f203fbff2b2b6f686744f,1,67.18,1
37a237d3dc5df18a2de090ec35626a35,20,276.78,1
380836707fbc92b86912f06cb61db79a,18,119.79,1
382b155c9a94793ddbd99d8f8b0887f8,17,220.39,1
388305bba4b367ce3be7023f6edaeade,41,124.57,1
38db66ceeb2f79538b16c2add29879ee,37,51.49,1
39367b00f36991646d44d945443a980f,8,42.77,1
394264ffea0735e712823a6b5a55beaa,63,65.43,1
39851c46815f49fafb7bc26ed6bf513d,116,72.35,1
399300efe0d7bc0f14370aaf179d0d93,11,267.51,1
39cfe3e2499905dd7c486c1629c55f6a,16,228.38,1
39dea79a06151bc11ae1cbad542257fa,10,36.04,1
3a2af5f4c23dff0cf1ddb8fc10e2ca8b,113,94.39,1
3a41e82c72d600bb188a53377044b902,44,214.15,1
3a5026ea6786d7ec87b7b58401ef58ac,54,118.35,1
3a94f062b0c8cff9cd7bf62c540bd732,116,48.87,1
3a96280db571ee2cd795421518e3fe66,32,74.02,1
3aa4ba9d60460d2f4ac8391346e8aab6,15,27.39,1
3acf1e8de9fc5bdbaa875a2b01f217fb,105,228.86,1
3ae8bf49490c1b673d3d86b06e6704cc,39,87.01,1
3aec6e3846fd122ac430ac1a816107a8,87,36.07,1
3b5011d2e09ff6ce6e2ff1576e3acff2,35,181.94,1
3b86fbb06ac936d02fd8b237538291dc,106,154.53,1
3b92b8167f3fd564dff0a3d4e50454c3,127,58.18,1
3b95c4229bb6dd69d0a37d4ad447cd5a,12,91.23,1
3bdf57e48177d9e43dad1c9b3253c569,61,126.19,1
3be90202886d6cb57a63f578f4f70cca,29,222.35,1
3bf259317094ca147771d9add8fc6902,9,156.38,1
3c300c979203f90dbe68b3434e8f4dc0,40,123.75,1
3c5be3902e3ee65ac45caf629dba3d41,107,190.75,1
3c648ff8badb1c19ac66c0b74a64faee,36,99.65,1
3c73f6fe4ca4dc02556556c8842972fb,64,172.41,1
3c84e38052e77f837c05363ad8a2b16b,26,154.9,1
3cb2dbb0982e2c3ac0fb60850248a0b1,49,62.65,1
3cb70d43ff082f7257213b7b055bf35a,10,91.03,1
3ce2aed29f86a6e0051d5dbe89c0306c,119,132.82,1
3ceb1d618224bd9b3bef7cb69a44442c,40,121.62,1
3d20577b680eba8c0f24f1012404171b,34,177.42,1
3d3464ab866955b8cb517c77fa19150c,41,110.74,1
3d54e262ab34438486bd0eb8bf022c2f,15,101.25,1
3d67ed4465f06c12893998418e08fac8,46,862.39,1
3d798802212f9299b50786d192429d44,29,116.79,1
3d979689f636322c62418b6346b1c6d2,67,4681.78,1
3d9b3665a39eb741b1ae50706cbddb8d,112,209.97,1
3da4f5f4a30f156e67fb6e3eeac00c0e,81,126.87,1
3dc088a229ec165ccd91eab616197b90,21,27.3,1
3dd8ceff216c5048e53be249aa622709,125,2060.51,1
3de42c2f45da7ae9d9a066c840fed831,67,82.59,1
3df717700f83980dfdb3a25669e895c1,4,62.65,1
3e8ebf448d13904855775c75023cccc8,22,47.29,1
3e9e084c1857e375aaaf16a24b3afd17,112,118.62,1
3efe8c14fb961e74166b2b32cba0a386,22,191.46,1
3f093776a4d97894c51992db9ffb1257,113,44.23,1
3f0ce4e8579d852bd56ab8bbe66f1870,17,477.32,1
3f5701195d1f5ade3e5ae9482962b89b,114,110.0,1
3f6b07e03d873bff6f46c0891e4c3274,118,47.06,1
3fca0642b898ffd08f363e33f3468de1,33,371.55,1
403d0f281c358682cc8cfca17c2e71b4,19,201.89,1
4074bd6acc805899fffe98d0a3f2a27d,7,63.39,1
4089e7341d53fc5d347d9d309272ffab,103,79.29,1
40a38cd4a86f1d51e4a83fd9d4ea8806,9,111.17,1
40d7f7d53e5b1e2ecbfdcaac7961530e,44,42.22,1
40ee87d482e9533fdf81355945aee27e,119,221.34,1
41288d4a1cb5b4716c3661bb33a11a01,58,66.44,1
415639f216510164ef6642e993548dc1,126,121.78,1
418e716dda4e353467a4f770a0bae939,40,133.47,1
41932cfbabbfcfd18e1369ad72baff9c,53,104.11,1
419de035a0a31527733258cce22a7bff,110,220.39,1
41e8e79dff11a420fa5f43a7fb053034,104,168.83,1
425f6c6bec6f98b846413490336033bf,103,151.78,1
42aa92889b237fab1d93a49a5be449ac,56,153.1,1
42f4cfadffa1236bb8a288abfacd80c9,60,354.26,1
42f98a15c32e05ec23c23a927420759a,129,332.86,1
4329270d33802c9f689343632c54d1c2,102,466.45,1
43553a559f05e8a6a4b306a55b2a1de3,105,331.68,1
4356b30fcffe508b8253e740ff7b822b,22,180.84,2
43e8636f132b4e9a972b5bf396b1acd5,21,107.6,1
445fc8d96097997bfc540a46b6283c13,14,123.33,1
44d362ea0df5a265f0c1849be71794d5,64,117.9,1
455035066e8cf2ed71bf3f6b758593c3,40,37.25,1
45974b86bbdb40023640776aaa340a5e,94,114.23,1
45d3f926989da0ed4943a7c036639bdf,109,28.22,1
45e3f9d574b70d26719ba4fa0988f07b,86,148.72,1
45ff99298b13ff934ceac68fe8ce405f,84,38.19,1
4615d07e73e4c684ccc9cb865c0388ca,87,241.71,1
46210ff74e2784d4d386742c4a72513a,94,37.05,2
466dcf5fcdc7c7a8a4bfebc7ce59b281,10,899.99,1
466fc410d15081af6868cdf2fa2322ce,11,612.99,1
46734ace53678d89eb4c725317503e26,104,63.68,1
46ce57b8f1721044536796261b69e637,70,65.57,1
479b12d283470bd0a6e5e143e4e97ea4,78,559.52,1
479ca8d1cff55ed96a8668fbcad81524,155,136.69,1
480f1f560457c6fab13b8c4debb7b294,74,248.86,1
4810c2ce9d15f307f600efd361eccbb0,84,76.39,1
48961cfec533cf17b135ded190707882,6,224.84,1
490751997b36502ff05189bdefa093f2,132,520.89,1
490c0ea9e613c1769e6a9fc3034753e3,113,195.4,1
492048738031349eeec08979ca43bbcd,82,368.24,1
49a1d87f4c2d121dd5b5a210ce6624a9,136,366.32,1
4a07cb9201bcdc3fbd10266777e61e40,116,76.87,1
4a16dfed3e9e577413c82835fe057767,104,1005.84,1
4a2f0cf8a7e1153d38caf2106258cc5c,27,102.73,1
4a4a9d30308a7275440ff5514f22d367,126,150.78,1
4a4b708ae01ec6ef1344971eb80a1a65,35,97.59,1
4a958cac8a69ccf43953b9309bf8b762,19,138.1,1
4ad0815e1e40e32ab8a2d160ebfde705,81,43.22,1
4ae477e15a54cbcecd6f66edafef1cd4,82,210.8,1
4b5dadfae21195ed5199f650ebc1fb36,28,42.77,1
4b6663161ebbc88f81e39c014aed00ac,52,550.03,1
4b82c85215dcc754dfada1802ae27a73,42,51.12,1
4bd01021296a16c4b09eced359a39194,14,131.47,1
4bed497397b06b63041a9c64e7656443,66,102.36,1
4bee7310eb7a2e6ff35cef3c2b3e0f5f,118,215.6,1
4bf085b925c646ce8c6b130fd67438ee,40,103.48,1
4c5ad4ec6d54e309948cb74026970547,72,38.85,1
4c5d706daadd48268ca4b0b435b01ae6,75,141.31,1
4c685d2c689e0df1c31d74028b5efebe,34,501.45,1
4c8a48ce3af82ec2c36c2d33dd25e28e,146,157.54,1
4c8caa591e290b4c5fd0535e8dd3c84f,87,80.56,1
4cb9c04be8cfbc5c1e0519344c72a5ed,111,57.72,1
4d1bb9a4d16191ced3d0d1c473ccbc97,110,612.54,1
4d4a12e19ab6c01f7d53ad154665df7b,127,38.12,1
4d4c5aa4d23805530c7bca50641186c3,59,32.23,1
4d588fa9f415b28b57f7792812542da6,81,46.05,1
4d5e2385658717cd75dee70afb887aca,50,16.39,1
4d6793a25de1f63ca63869c6cd4b7b1f,63,307.64,1
4dde8f4b64e3c3584c9edf5fc3bea545,122,123.67,1
4df72ed5240f354774615dbdecdf3d30,122,37.29,1
4e1bf9ec00867edf7c5b3a70f37a1c85,71,144.11,1
4e1eea7b0e7ae6e0ed69d9017f4641bc,118,177.77,1
4e5570ae69c1badaab290766540ed0af,26,701.85,1
4e9cb36e55d582533d88068ce4593ead,59,71.29,1
4ea820653bf7274276f572b286e50726,95,185.59,1
4eca2e495967922f24cbc0600040e006,96,69.16,1
4ee61c3905a5c398d44b089108961bb3,45,132.04,1
4ef23a9e5190fa352f84490ee17efc3f,41,114.47,1
4f23a05be9055e4c60f0f4a6b9e688b4,27,28.08,1
4f5a13c3e2ce9cc5ae2e77fc2f2716f4,123,100.27,1
50552ddc834607092d9fa3d5c9fa408b,124,103.13,1
50c78c4b3b336807891817726f2c318b,33,116.62,1
50c98ff80c62d9255b10fff5f2fb57cd,51,93.5,1
50ce26d15d12dd7a2fb9dc8a0d3e29fe,25,45.3,1
50d99d9101991af5e3001b322a2fd048,106,63.64,1
51041da5ce8f5c2125a63d4217c2bd8e,112,113.55,1
5127c3d8efbc48f0c9c5e97a686e5cd9,45,1168.71,1
512f4662f36d120d1438a5ce6a5307bd,95,173.97,1
513fb11b4affcd68a42726ab18ffa6bf,45,47.6,1
517fb4c38b2c35fd7c5b4eb8e8a37251,28,56.59,1
51b72fc59e69abf2c4588e70520800b4,139,131.75,1
51b93a7b13da97fe20d275028db0c668,78,164.22,1
522798e320397e9049c8ec58d85843bb,39,372.52,1
5265029daa29cc08d86b9f96cd99d03f,131,1255.43,1
5272d8676880914db6e41921f373f59f,81,368.06,1
52a4e084d8b7e51397a7168ee9be5960,6,65.01,1
52bd7ca97f7ad5da8b25ddda59eb33f8,23,112.8,1
52c3ac2dfd7f5cf22a3c521ef11dafc7,21,135.82,1
531f02d66e6a1c16a30f64f19e50585d,84,219.27,1
53564848c56e9132beb729889974e307,124,83.22,1
535aa52bc710cbd5df5872d2a3898efd,16,195.32,2
53b750baea96bc81ee0579b3823f14bb,54,545.06,1
5425c3c66307418719d9c76eacae0d58,143,154.6,1
543ffec7e11ec1866c810953bff61141,65,220.04,1
54a4c64c93287805c37daacbcaaf43d2,15,97.66,1
54f25e1fa9df79970f3ed1df347243fd,27,47.92,1
5500c1fe2f5362793e7f707b9062ee17,36,220.25,1
5532be41e9d5c92ba7a6b9c6937d429e,39,88.0,1
5547b9a9292eda0a94548b3678bf0028,47,110.02,1
55b27dfa87fa879dd6c7c02b905575f9,158,1040.35,1
55cf037bf8aab8f9546a9ef52eade642,42,32.79,1
5660d9ac90fd8d5253a78eaeb3492a42,20,420.88,1
5664c99c72a7e730f84d58a4124e1fe4,150,456.16,1
56af2014afdd20f87502ea88b5a5ca0c,143,225.04,1
56cc3d34a7e03f5035d397c713bf79f3,54,263.89,1
